code_type,code_samples,target
faulty_code,"import csv

with open('data.csv', 'r') as csvfile:
    reader = csv.reader(csvfile, delimiter=',')
    for row in reader:
        if isinstance(row[0], int):
            print('Int:', row)
        else:
            print('Str:', row)",1
fixed_code,"try:
    if os.path.exists('nonexistent.txt'):
        with open('nonexistent.txt', 'r') as f:
            pass
    else:
        print(""File not found"")
except Exception as e:
    print(f""An error occurred: {e}"")",0
faulty_code,"a = [1,2,3]
b = [4,5,6]
print(a + b)",1
fixed_code,"import sys; print = sys.stdout.write
# Or use print = __import__('sys').stdout.write",0
fixed_code,"for x in range(10)
    print(x)",0
fixed_code,"try:
    print(1/(0+1))
except ZeroDivisionError:
    print('Denominator cannot be zero')",0
fixed_code,"x = [1,2,3]
print(x[:4])",0
faulty_code,"a = 0.1 + 0.2
b = 0.3
if a == b:
    print(""Equal"")
else:
    print(""Not equal"")",1
fixed_code,"['l = [1,2,3]\nprint(l[2])', ""d = {'a':1}\nif 'b' in d:\ndel d['b']"", ""try:\n    f = open('nonexistent.txt', 'r')\nexcept FileNotFoundError:\n    print('File not found')\nelse:\n    print(f)""]",0
fixed_code,"def sum(n):
    total = 0
    for i in range(1,n+1): total +=i
    return total",0
fixed_code,range(5) in a Python script,0
faulty_code,"for i in range(len(prices)):
    if prices[i] > 0:
        print(prices[i])",1
faulty_code,"try:
    x = int(input())
except ValueError:
    print('Please enter a valid number')
",1
fixed_code,"[""try:\n    print(1 / 0)\nexcept ZeroDivisionError as e:\n    print(f'Denominator is zero: {e}')"", 'for j in range(5): print(j)', ""import socket\ns = socket.socket()\ns.send(b'Hello')\ns.close()""]",0
fixed_code,"for i in range(len(s)):
    if i < len(s)-1:
        print(s[i])

# OR, more concisely:

for i in range(len(s)-1):
    print(s[i])",0
faulty_code,"arr = [1,2,3]
i=0
while i < len(arr):
    print(arr[i+1])",1
faulty_code,"s = ""Hello{}""
print(s.format())",1
faulty_code,"[""print('Hello, world!')"", 'def test():\n print(sum(5))']",1
fixed_code,"try:
    with open('data.txt', 'r') as f:
        while True:
            line = next(f, '')
            if not line
                break
            print(line.strip())",0
faulty_code,"def greet(name):
    return name",1
fixed_code,"for i in range(len(s)-1): print(s[i], s[len(s)-1])",0
faulty_code,"for i in range(0,5):
    print(i)",1
fixed_code,"a = [1,2,3]
a.append(5)",0
faulty_code,try: open('nonexistentfile.txt').read() except IOError: print('File not found'),1
faulty_code,"for i in range(10):
    print(i+1)

# This code has an infinite loop because it doesn't break after printing all numbers.",1
fixed_code,"a = [1,2,3]
b = a.copy()[:2]
c = b",0
fixed_code,"for i in range(len(list)):
    if i > 0:
        print(list[i-1])
    else:
        print('First element')",0
faulty_code,total = price + 10,1
fixed_code,"n = 5
while n > 0:
    print(n)
    input()
    if n != 0:
        break",0
faulty_code,"try:
    print('File not found')
except FileNotFoundError:
    print('File exists')",1
fixed_code,"for i in range(3):
    if i < 3:
        print(i)",0
faulty_code,f = open('nonexistent.txt'),1
faulty_code,"a = [1, 2]
b = [3,4]",1
faulty_code,"a = [1,2,3]
b = a[5]",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop runs from 0 to 9, but prints 1 to 10. The bug is an off-by-one error.",1
fixed_code,"for i in range(11):
    print(i)",0
fixed_code,"['short_fixed.py', 'medium_fixed.py', 'long_fixed.py']",0
faulty_code,"nums = [1,2,3,4]
even_nums = [x for x in nums if x%2==0]",1
faulty_code,"for i in range(0,3):
    print(i+1)",1
faulty_code,"def outer_func():
    def inner_func():
        print('hello')
inner_func()
outer_func('world')",1
faulty_code,"for i in range(10):
    print(i)
",1
fixed_code,"for i in range(5):
    print(i)

sum = sum(range(1,6))",0
faulty_code,"for i in range(10): 
   print(i+1)",1
faulty_code,"import sys

try:
    file = open('data.txt', 'r')
    print(file.read())
except FileNotFoundError:
    print('File not found')",1
fixed_code,"for i in range(4):
    print(i)
print('Loop ended')
",0
faulty_code,"s = 'Hello'
print(s[3])",1
fixed_code,"for i in range(10, 15)
    print(i)",0
faulty_code,"for i in range(10):
    print(i+1)
print('Loop completed')",1
fixed_code,"try:
    if os.path.exists('nonexistentfile.txt') and os.path.isfile('nonexistentfile.txt'):
        open('nonexistentfile.txt', 'r')
    else:
        print('File not found')
except FileNotFoundError:
    print('File not found')",0
fixed_code,"['print(s[4:])', 'def greet(name):\n    return f""Hello, {name}!""\ngreet(\'John)', 'a = [1]\ndef func():\n    a.append(2)\nfunc()\np = a[0] if a else None']",0
faulty_code,"for i in range(0,10):
    print(i)
print('Missing item')",1
faulty_code,"for i in range(10)
    print(i)",1
faulty_code,"try:
    print(1/0)
except ZeroDivisionError:
    print('Divided by zero!)'
",1
faulty_code,"for i in range(1, len(prices)):
    print(prices[i-1], prices[i])",1
fixed_code,"my_list = [1,2,3]
try:
    my_list.pop(0)
except IndexError:
    pass
try:
    my_list.pop(0)
except IndexError:
    pass
print(my_list[0])",0
faulty_code,"for i in range(5):
    print(i+1)

print('Loop completed')",1
fixed_code,"import asyncio

async def my_async_func任务列表：
    await asyncio.sleep(1)
    print('完成')",0
faulty_code,"['print(s[5:])', 'def greet(name):\n    return f""Hello, {name}!""\ngreet(3)', 'a = [1]\ndef func():\n    a.append(2)\nfunc()\nprint(a[0])']",1
faulty_code,for i in range(len(s)-1): print(s[i]),1
fixed_code,"for i in range(len(arr)-1):
    arr[i+1] = arr[i]
",0
faulty_code,"for x in [1,2,3]:
    print(x)",1
fixed_code,"for i in range(len(lst)-1):
    print(lst[i-1])",0
fixed_code,"for i in range(10,20,1): print(i)",0
faulty_code,"a = [1, 2, 3]
b = a + [4,5,6]
print(b)",1
faulty_code,"a = [1, 2, 3]
b = a[4]",1
faulty_code,"def my_func():
    global x
    x = 42
x = 100
print(x)",1
fixed_code,"a = [1,2,3]
b = a[0:2]
b.append(4)",0
faulty_code,"for i in range(len(arr)-1):
    arr[i], arr[i+1] = arr[i+1], arr[i]

# This loop misses the last element because of off-by-one error",1
faulty_code,"for i in range(2):
    print(i)",1
faulty_code,"a = [1,2,3]
b = a.pop()
print(a)",1
faulty_code,"print('Hello, world!')

print('Hello, world!')",1
faulty_code,"for i in range(len(arr)-1):
    arr[i] = arr[i+1]

# This loop misses the last element of the array",1
faulty_code,"s = 'Hello'
print(s[0:3])",1
fixed_code,"for i in range(len(list)):
    if i > 0:
        print(list[i-1])
",0
fixed_code,"for i in range(len(list)):
    print(list[1 + i])",0
fixed_code,"print('Hello') + input().strip()
# Fixed: Added newline for clarity",0
fixed_code,"[""print('Hello, world!')"", 'def test():\n print(sum([5]))']",0
fixed_code,"n = 5
nums = [1,2,3]
print(nums[:n])",0
faulty_code,"for i in range(10): print(i); print(""Loop ended"")",1
fixed_code,"try:
    with open('data.txt', 'r') as f:
        print(f.read())
except FileNotFoundError:
    print('File not found')",0
faulty_code,"
def greet(name):
    print('Hello, ' + name + '!')",1
fixed_code,a = 5; b = 6,0
fixed_code,"[['short Fixed'], ['medium Fixed'], ['long Fixed']]",0
fixed_code,"my_list = [1,2,3]
my_list.append([4,5,6])",0
fixed_code,"print(10 // 3)  # Outputs 3
print(10 % 3)   # Outputs 1
print(10 / 3)   # Outputs 3.333...",0
fixed_code,"[""lst = ['a', 'b']; print(len(lst))"", 'nums = [x for x in range(10) if (x > 5)]', 'import threading; def even(): ...; def odd(): ...; t1 = threading.Thread(target=even); t2 = threading.Thread(target=odd); t1.start(); t1.join(); t2.start()']",0
faulty_code,"a = [1, 2, 3]
a[5] = 'x'",1
faulty_code,"for i in range(5):
    print(i+1)

print('Hello')",1
fixed_code,"try:
    f = open('nonexistent.txt')
except FileNotFoundError:
    print('File not found.')",0
fixed_code,"def my_func(x, y=5)
    return x + y
my_func('a', 'b')",0
faulty_code,"def greet():
    print('Hello')",1
fixed_code,"try:
    a = 10
    b = 20
    print(a + b)
except IndexError as e:
    print(f'Index error: {e}')
",0
fixed_code,"my_list = [10, 20, 30]
for i in range(len(my_list) - 1):
    my_list[i] = my_list[i+1]",0
faulty_code,"for i in range(5, 0):
    print(i)",1
faulty_code,"try:
    print('Hello')
except ValueError as e:
    print('Error: ', e)
except Exception as e:
    print('Unknown error:', e)",1
faulty_code,"import os
os.remove('nonexistentfile.txt')",1
fixed_code,"for i in range(6):
    print(i)

for j in range(5):
    print(j)",0
fixed_code,"for i in range(len(list)):
    if i < len(list)-1:
        print(list[i])
",0
fixed_code,"while True:
    print('Hello')
    break",0
faulty_code,"def greet(name):
    print('Hello', name)
",1
faulty_code,"for i in range(len(list)):
    list[i] = something",1
fixed_code,"[""print('Hello, world!')"", 'for i in range(n):']",0
fixed_code,"for i in range(len(numbers)-1):
    print(numbers[i+1])",0
faulty_code,"for i in range(5):
    print(i+1)

# This code misses printing the last element (i=4) which would be 5.",1
faulty_code,sum([x for x in range(10) if x%2==1]),1
faulty_code,"for i in range(3):
    print(i)

print('Loop ran an extra time!')",1
faulty_code,"for i in range(len(list)):
    if list[i] == 'a':
        del list[i]

# This code removes the first occurrence of 'a' from each iteration, which is incorrect because it modifies the list while iterating through it.",1
faulty_code,"for i in range(len(str)): print(str[i])
",1
fixed_code,"for i in range(10):
    print(i)

# This loop correctly prints numbers from 0 to 9",0
faulty_code,"a = [1,2,3]; b = a[0:2]; del a[0:2]; print(b)",1
fixed_code,"a = [1,2,3]
b = a[2]",0
faulty_code,"my_list = [1,2,3]
for i in range(len(my_list)):
    print(my_list[i])",1
faulty_code,"for i in range(len(list)):
    print(list[i+1])",1
fixed_code,"x = 5
print(x)",0
fixed_code,"for i in range(10, 11):
    print(i)",0
fixed_code,"s = ""Hello{}""
print(s.format('World'))",0
fixed_code,"my_list = [10,20,30]
print(my_list[2])",0
faulty_code,"a = [1,2,3]
b.append(4)",1
fixed_code,"for i in range(10):
    print(i)

print(i + 1)",0
faulty_code,"a = [1,2,3]
print(a[0])",1
fixed_code,"for i in range(len(list)):
    if i < len(list):
        print(list[i])
",0
faulty_code,"a = 0.1 + 0.2
if a == 0.3:
    print(""Equal"")",1
fixed_code,"total = 0
for i in range(10):
    if i > 5:
        total += i
print(total)",0
fixed_code,"for i in range(10, 11)
    print(i)",0
faulty_code,"{'short': 'for i in range(5):', 'medium': 'def greet(name):\n    return f""Hello, {name}!""'}",1
faulty_code,"for i in range(10
",1
fixed_code,"for i in range(len(list)-1):
    list.append(list[i])",0
faulty_code,"a = [1,2]
print(a[3])",1
faulty_code,"for i in range(1, 5):
    print(i)",1
fixed_code,"for i in range(len(lst)):
    if i < len(lst)-1:
        print(lst[i])
    else:
        break",0
fixed_code,"for i in range(len(list)-1):
    list[i] = list[i+1]

print('List shifted by one')",0
fixed_code,"for i in range(4)
    print(i)",0
faulty_code,"my_list = [1,2,3]
print(my_list[3])",1
fixed_code,"for i, item in enumerate(list):
    print(item)",0
faulty_code,"for i in range(10):
    print(i ** 2)",1
faulty_code,"for i in range(5):
    print(i+1)

# This code misses the iteration for i=0",1
faulty_code,"for i in range(1,5):
    print(i+1)",1
faulty_code,"s = 'hello'
print(s[5])",1
faulty_code,"a = [1,2,3]
b = a
print(a)
a.remove(2)
print(a)",1
faulty_code,"for i in range(0, n):",1
fixed_code,for i in range(n): print(i),0
fixed_code,"for i in range(4):
    a.append(i)",0
fixed_code,"numbers = [1, 2, 3]
try:
    index = len(numbers)
except IndexError:
    print('Index out of bounds')
print(numbers[index])",0
fixed_code,"my_list = [1, 2, 3]
try:
    print(my_list[9])
except IndexError:
    print('Index out of range')
",0
fixed_code,"i = 0
while i < 10:
    print(i)
i += 1",0
faulty_code,"my_list = [1, 2, 3]
print(my_list[3])",1
faulty_code,"for i in range(len(list)):
    if list[i] == target:
        return list[i]
else:
    return None",1
faulty_code,"my_list = [1, 2, 3]
print(my_list[4])",1
fixed_code,"for i in range(10):
    print(i)
if i == 9:
    break
print('Loop will never end')",0
faulty_code,"if x > 5:
    print('x is greater than 5')

    # Missing colon here",1
fixed_code,"a = [1,2,3]
b = a[4] if len(a)>4 else []",0
faulty_code,"for i in range(1,5):
    print(i)",1
fixed_code,"for i in range(5):
    print(i+1)
# Corrected with colon
print(i+2)",0
fixed_code,"a = [1,2,3]
b = [4,5,6]
print(a[2])",0
faulty_code,"for i in range(5):
    print(i+1)

# This code runs from 0 to 4, but if intended to run up to index 5, the last print should be 6.",1
faulty_code,"print('Hello, ' + 'world!' + ',')",1
fixed_code,"import math; try:
    print(math.sqrt(-4))
except ValueError:
    print('Cannot compute square root of a negative number')",0
faulty_code,"""
for i in range(5):
    print(i)
""

",1
faulty_code,"for i in range(10):
    print(i*2)

# Faulty because it runs from 0 to 9 instead of 0 to 4",1
faulty_code,"for i in range(5):
    print(i, outer_var)

print(outer_var)",1
faulty_code,"for i in range(10):
    print(i+1)

# Short example with off-by-one error
for i in range(5,20):
    print(i)",1
faulty_code,"while True:
    print('Hello, world!')",1
faulty_code,"for i in range(1, n+1):
    print(i)

# This loop runs one extra time because range is exclusive at the end.",1
fixed_code,"numbers = [1,2,3]
sum = numbers[0] + numbers[1] + numbers[2]",0
faulty_code,"for i in range(5):
    print(i+1)

# This loop should iterate over numbers 0 through 4 inclusive.",1
fixed_code,print(f'Hello {name}'),0
fixed_code,"a = [1,2,3]
print(b) if b else None",0
faulty_code,"for i in range(len(list)):
    if list[i] == target:
        return True
return False",1
fixed_code,result = [item for item in list],0
fixed_code,"try:
    x = int(input())
except ValueError:
    print('Invalid input', file=sys.stderr)
finally:
    print(f'Value: {x}') if isinstance(x, int) else None",0
faulty_code,"for i in range(len(arr)-1):
    arr[i] = arr[i+1]

print('Shifted correctly')",1
faulty_code,"print('Hello, world!')

# This is a comment

print('Hello again, world!')",1
faulty_code,"for i in range(10):
    print(i+1)
print('Loop ended')",1
faulty_code,"name = input('What's your name?')
print(name)",1
fixed_code,"[""my_list = [1,2,3]\ntry:\n    index = my_list.index(4)\nexcept ValueError:\n    print('Element not found')"", ""for i in range(len(my_list)):\n    if my_list[i] % 2 == 0:\n        print('even')\n    else:\n        print('odd')"", ""my_dict = {'a':1, 'b':2}\nkeys = len(my_dict)\nprint(keys)""]",0
faulty_code,"with open('data.csv', 'r') as f:
    for row in f:
        print(row)",1
fixed_code,"nums = [1,2,3]
if all(n > 0 for n in nums):
    print('All numbers are positive')",0
fixed_code,"for i in range(len(arr)-1):
    arr[i], arr[i+1] = arr[i+1], arr[i]

# The code is already correct. No fix needed.",0
faulty_code,"my_list = [1,2,3]

my_list.extend.append(5)",1
faulty_code,"try:
    with open('nonexistentfile.txt', 'r') as f:
        f.read()
except FileNotFoundError:
    print('File not found')",1
faulty_code,"def my_func():
    x = [1,2,3]
    return x[-1], x[0], x[1:]",1
fixed_code,"for i in range(5):
    print(i*2)",0
fixed_code,print(str(x) + 'Hello'),0
faulty_code,"for i in range(len(arr)-1):
    arr[i] = arr[i+1]

# This code misses the last element which is not included in the loop",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop prints numbers from 1 to 10 inclusive, but the range should be 11.",1
fixed_code,"""s = list('Hello')\ns[0] = 'H'\nprint(''.join(s))""",0
fixed_code,"for i in range(n+1):
    print(i)",0
faulty_code,"s = ""Hello
World""
print(s)",1
faulty_code,"for i in range(len(primes)-1):
    if primes[i] > primes[i+1]:
        primes[i], primes[i+1] = primes[i+1], primes[i]

primes.pop()
",1
faulty_code,"my_list = [1,2,3]
index = my_list[2]
print(index)

my_list.append(4)
print(my_list)",1
fixed_code,"a = list(filter(lambda x: x%2==0, range(5)))
b = sum(a)
print(b)",0
faulty_code,my_list = [x.capitalize() for x in 'Hello'],1
faulty_code,len(lst).append(5),1
fixed_code,"lst = [1,2,3]; print(lst[-4:]",0
faulty_code,"for i in range(len([])):
    print(i)",1
fixed_code,"try:
    print('Hello')
except FileNotFoundError as e:
    print(f'Error: {e}')",0
faulty_code,my_list = [x for x in range(5) if x%2 ==0] print(my_list[3]),1
faulty_code,"try:
    print(1/(x-2))
except ZeroDivisionError:
    print('Divide by zero!')",1
fixed_code,"a = [1,2,3]
b = a.copy()
print(b)
a.remove(2)
print(a)",0
fixed_code,"[""print('Hello, world!')"", 'for i in range(3): print(i)', 'n = int(n // 2)']",0
faulty_code,"with open('test.txt', 'r') as f:
    f.read()",1
faulty_code,"a = [1]; b = [1]; if a is b: print(""same object"") else: print(""different objects"")",1
faulty_code,"['short code', 'medium code', 'long code']",1
faulty_code,"numbers = [1,2,3]
numbers.pop(1)
print(numbers[1])",1
faulty_code,def my_func(*args): print(args),1
faulty_code,"for i in range(5):
    print(i+1)

# After introducing an off-by-one error
for i in range(5):
    print(i)",1
fixed_code,"my_list = [1,2,3]
print(set(my_list) - {2})",0
fixed_code,"for i in range(10):
    print(i*2)

else:
    print('Loop completed normally')
",0
fixed_code,"try:
    raise ValueError('Test')
except ValueError:
    print('Caught ValueError')",0
fixed_code,"for i in range(len(list)-1):
    if list[i] == target:
        return list[i+1]
return None",0
faulty_code,"import pandas as pd
df = pd.read_csv('data.csv')
mean = df['values'][df['values'].index[df['values'] == None]].mean()",1
fixed_code,"for i in range(5):
    print(i*2)

print('Missing key')",0
faulty_code,"import math
math.sqrt(4",1
fixed_code,"numbers = [1,2,3]
total = sum(numbers)
print(total)",0
faulty_code,"for i in range(10):
    print(i+1)

# This loop runs from 0 to 9, but prints i+1 which is 1 to 10. The intended behavior was to print numbers 0 to 9.",1
faulty_code,"d = {'a':1, 'b':2}; d['c']",1
fixed_code,for i in range(5+1): print(i),0
fixed_code,"[""print('Hello, world!')"", '[x for x in range(4,5)]', ""def calculate_score(letters):\n\ttotal = 0\n\tfor l in letters:\n\t\tif l.isupper():\n\t\t\ttotal += ord(l) - ord('A') +1"", ""d = {'a':1}\n*keys, *values = d.keys(), d.values()\nprint(*keys)"", ""def calculate_score(letters):\n   total = 0\n   for char in letters:\n       base = ord('A') if char.isupper() else ord('a')\n       total += ord(char) - base + 1"", ""def calculate_score(letters):\n   total = 0\n   for char in letters:\n       base = ord('A' if char.isupper() else 'a')\n       total += ord(char) - base + 1""]",0
faulty_code,"for i in range(10):
    print(i+1)

print('Next item')",1
faulty_code,"for i in range(len(arr)):
    if arr[i] == target:
        print('Found')
        break",1
faulty_code,"lst = [1,2,3]; print(lst[4])",1
fixed_code,"old_list = [1, 2, 3]
new_list = old_list + [4]",0
faulty_code,"[['short Faulty'], ['medium Faulty'], ['long Faulty']]",1
fixed_code,"import math

def my_func():
    print(math.sqrt(4))",0
faulty_code,for i in range(len(arr)-1):,1
faulty_code,"lst = [1, 2]; print(lst[2])",1
fixed_code,"for i in range(10):
    print(i+1)
print('Loop ended after iteration 9')",0
faulty_code,"for i in range(10,20):
    print(i)

# This code runs from 10 (inclusive) to 20 (exclusive), which is correct. No fix needed.",1
fixed_code,for i in range(4): print(i),0
faulty_code,"try:
    x = int(input('Enter a number: '))
except ValueError:
    print('Please enter a valid integer')",1
faulty_code,"[""try:\n    print(1 / 0)\nexcept ZeroDivisionError:\n    print('Denominator is zero')"", 'for i in range(5): print(i)', ""import socket\ns = socket.socket()\ns.send(b'Hello')\ns.close()""]",1
fixed_code,"total = sum(nums)
average = total / len(nums)",0
fixed_code,"for i in range(len(numbers)-1, -1, -1):
    print(numbers[i])",0
faulty_code,"s = [1,2,3]
s[0] = 'a'",1
fixed_code,"for i in range(5):
    print(i+1)

print('The loop ran for 5 times')",0
faulty_code,"print('Hello, world!')

x = [1,2,3]
sum_x = sum(x)
print('Sum is', sum_x)",1
fixed_code,"my_list = [1,2,3]
new_list = my_list.copy()
print(len(new_list))",0
fixed_code,"def calculate_stats(data):
    mean = sum(data)/len(data)
    sorted_data = sorted(data)
    n = len(sorted_data)
    median = (sorted_data[n//2 -1] + sorted_data[n//2])/2 if n % 2 ==0 else sorted_data[n//2]
    return {'mean': mean, 'median': median}

# Example usage:
result = calculate_stats([1,2,3,4,5])
print(result['std_dev'])",0
fixed_code,"try:
    open('nonexistentfile.txt', 'r')
except FileNotFoundError as e:
    print(f""File not found: {e}"")
except IOError as e:
    print(f""Error accessing file: {e}"")
except Exception as e:
    print(f""Unexpected error occurred: {e}"")
finally:
    pass
",0
fixed_code,"try:
    file = open('nonexistentfile.txt', 'r')
except FileNotFoundError as e:
    print(f""File not found: {e}"", file=sys.stderr)
except Exception as e:
    print(f""An error occurred: {e}"", file=sys.stderr)",0
faulty_code,"for i in range(5)
    print(i+1)",1
faulty_code,"for i in range(len(nums)):
    if nums[i] > 5:
        print('Found a large number')

nums = [1,2,3]
print('The largest number is:', max(nums))",1
faulty_code,"data = [{'name': 'Alice', 'age': 30}, {'name': 'Bob', 'age': 25}]
max_age = max(data['age'])",1
fixed_code,for i in range(11):\n    print(i),0
fixed_code,"def calculate_average(numbers):
    if not numbers:
        return 0
    total = sum(numbers)
    count = len(numbers)
    return total / count",0
fixed_code,"a = [1,2,3]
a.append(['4'])",0
fixed_code,"arr = [1,2];
print(arr[0])",0
fixed_code,"{'long': 'def greet(name):\n    if not name:\n        return \'Hello!\'\n    return f""Hello, {name}!""'}",0
faulty_code,"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        for i in range(2, n+1):
            fib_i = fib_{i-1} + fib_{i-2}
            print(fib_i)",1
faulty_code,"print('Hello, world!')
print('This is a second message.')",1
faulty_code,"my_list = [1,2,3]
my_list[3] = 4",1
fixed_code,"a = [1,2,3]
b = a[0:2].copy()
c = b[::-1]
d = c * 2",0
faulty_code,"for i in range(5):
    print(i+1)

# This code will not produce the expected output because it misses the last iteration.",1
faulty_code,"for i in range(1,len(numbers)):
    if numbers[i]%2==0:
        result.append(numbers[i])",1
fixed_code,"s = 'Hello'
temp = s.lower()
print(temp)",0
fixed_code,"my_list = [1,2,3]; if len(my_list) > index: print(my_list[index]) else: print('Index out of range')",0
fixed_code,"def greet(name):
    print('Hello, ' + name + '!')
    return None",0
fixed_code,"for i in range(10)
    if i < 5:
        print(i*2)
    else:
        print(i*3)
",0
fixed_code,"for i in range(10, 20):
    print(i)",0
fixed_code,"for i in range(len(item)):
    print(item[i])",0
faulty_code,"print('Hello, world!') + print('This is a second line.')",1
faulty_code,"for x in [1,2,3]:
    print(x*2)",1
faulty_code,"a = [1,2,3]
b.append(4)
c = a.pop()
print(c)",1
fixed_code,"a = [1,2,3]
a.append(4)
a.pop(0)",0
faulty_code,for i in range(5): print(arr[i]),1
fixed_code,"if x // 2 == 1:
    print('Even number')",0
fixed_code,my_list = [x for x in range(5) if x % 2 != 0],0
fixed_code,"for i in range(len(list)):
    if i < len(list)-1:
        print(list[i])",0
faulty_code,"for i in range(10):
    print(i+1)

# This loop will run forever because there's no condition to break out
",1
fixed_code,"for i in range(10): print(i+2)
",0
faulty_code,"for i in range(1,5):
    print(i)
range(0,5)",1
fixed_code,"for i in range(1,5):
    print(i*2)",0
faulty_code,"for i in range(len(list)-1):
    print(list[i+1]-list[i])",1
faulty_code,"for i in range(10):
    print(i)

print('Loop completed.')",1
faulty_code,s = 'hello'; print(s[3:]),1
fixed_code,"a = [1,2,3]
b = [4,5,6]
c = a + b
print(c[0] if len(c) > 0 else None)",0
fixed_code,"for i in range(5):
    print(i)

s = 'Hello'; print(s[5:6])

lst = [1,2]; lst_copy = lst; lst.append(3); print(lst[0],lst_copy[2])",0
faulty_code,s = 'abcdefghijklmnopqrstuvwxyz'; print(s[0:3]),1
faulty_code,"try:
    a = 10
    b = 20
    print(a + b)
except IndexError:
    print('Index out of range')",1
faulty_code,"for i in range(10):
    print(i*2)

# This loop prints even numbers up to 9*2=18, but misses 10*2=20 because range(10) stops at 9.",1
fixed_code,"def greet(name):
    print(f'Hello, {name}!')
    print('Welcome to the club')
    return",0
fixed_code,"for i in range(5,0,-1):",0
fixed_code,"def fibonacci(n):
    if n == 0 or n == 1:
        return n
    else:
        for i in range(2, n+1):
            fib_i = fibonacci(i-1) + fibonacci(i-2)
            print(fib_i)",0
faulty_code,"my_list = [1,2,3]; print(my_list[4])",1
faulty_code,"for i in range(len(arr)-1):
    if arr[i] == arr[i+1]:
        break
",1
fixed_code,"my_list = []
if my_list:
    n = len(my_list)
    for i in range(n):
        if i < n:
            print(my_list[i])",0
faulty_code,"import threading
threading.startMainThread()
threading.join主线程",1
faulty_code,"import csv

data = csv.reader([['Header1','Header2'], ['Row1Col1', 'Row1Col2']], delimiter='\n')",1
fixed_code,"my_list = [1,2,3]; print(my_list[-1])",0
faulty_code,"try:
    with open('nonexistent.txt') as f:
        print(f.read())
except IOError:
    print('File not found')",1
fixed_code,"for i in range(5)
    try:
        print(i)
    except IndexError:
        print('Index out of bounds')",0
fixed_code,"x = str(5) + ""hello""",0
faulty_code,"[""print('Hello', end=' )"", 'a = []\na.append(1)', ""data['key'] = data['key']""]",1
faulty_code,"try:
    f = open('nonexistentfile.txt', 'r')
except FileNotFoundError:
    print('File not found!')",1
faulty_code,"['short faulty', 'medium faulty', 'long faulty']",1
faulty_code,for i in range(len(lst): print(lst[i]),1
faulty_code,"print('Hello, world!')
print('Hello, world!')",1
fixed_code,"for x in range(5,10,1):
    print(x)",0
faulty_code,"def outer(x):
    print(x)

def inner():
    def nested(x):
        nonlocal x
    inner.x =5
    nested(3)",1
faulty_code,"def fib(n):
    if n == 0:
        return []
    elif n == 1:
        return [0,1]
    else:
        return fib(n-1) + fib(n-2)
print(fib(5))",1
fixed_code,"for i in range(len(list)):
    if i < len(list)-1:
        continue
",0
faulty_code,"import os
os.remove('test.txt t')",1
faulty_code,"d = {'a': [1,2,3]}
print(d['apple'])",1
fixed_code,"for i in range(len(numbers)):
    if i < len(numbers):
        print(numbers[i])
    else:
        print('Index out of bounds')",0
fixed_code,"try:
    os.remove('not_existing_file.txt')
except FileNotFoundError:
    pass",0
fixed_code,"def outer(self):
    def inner():
        print('Outer function')

inner()
",0
faulty_code,"for i in range(len(lst)-1):
    print(i, lst[i])",1
faulty_code,"for i in range(10):
    print(i)
break",1
fixed_code,"for i in range(1,2):
    print(i)",0
faulty_code,"for i in range(10):
    print(i*2)

# Faulty because it prints even numbers only",1
faulty_code,"nums = [1, 2, 3]
squared = nums ** 2",1
faulty_code,"for i in range(3):
    print(i+1)

print('The loop ended at',i)",1
faulty_code,"x = 5 + ""hello""",1
fixed_code,"for i in range(5):
    print(i+1)

print('Loop completed, all items processed')",0
fixed_code,"for i in range(3):
    print(i)
",0
faulty_code,"def calculate_grades(grades): \
    total = sum(grades)
    average = total / len(grades)
    return average",1
faulty_code,"for i in range(len(arr)-1):
    print(arr[i], arr[i+1])",1
fixed_code,"for i in range(10, 20):
    print(i-9)
",0
faulty_code,"for i in range(5):
    print(i)
print('Loop ended at:', i+1)",1
fixed_code,"arr = [1,2,3]
for i in range(len(arr))
    if arr[i] % 2 == 0:
        print(i)",0
fixed_code,"def my_function():
    global x
    x = 5
    print(x)
my_function()",0
faulty_code,"lst = [1,2]
print(lst[2])",1
fixed_code,"try:
    with open('nonexistent.txt', 'r') as f:
        data = f.read()
except FileNotFoundError:
    print('File not found')
else:
    print(data)",0
faulty_code,"students = {'Alice': 'A', 'Bob': 'B'}
for name in students:
    print(students[name], end='')",1
faulty_code,"a = [1,2,3]
b = a[0:2]
c = b[::-1]
d = c*2",1
faulty_code,"import os
os.remove('temp_file.txt')
print('Failed to remove temp_file.txt')",1
faulty_code,"my_list = [1,2,3]
my_tuple = ([4,5,6],)
print(my_tuple[0][1])",1
faulty_code,"a = [1,2,3]
b = a.copy()
c = b[::2]",1
faulty_code,"file = open('data.txt', 'r')
content = file.read()
print(content)
file.close()",1
faulty_code,"for i in range(len(numbers)):
    if numbers[i] > numbers[i+1]:
        numbers[i], numbers[i+1] = numbers[i+1], numbers[i]
",1
faulty_code,"try:
    with open('nonexistent.txt', 'r') as f:
        pass
except FileNotFoundError:
    print(""File not found"")",1
faulty_code,"my_list = [1, 2, 3]
print(my_list[9])",1
